reference_id,document_title,download_url,initial_publication_date,last_update_date,last_verified,document_status,short_description,document_type,applicable_industries,authors_or_organization,dependencies,region_scope,AlgorithmFamily,SecurityLevels,ProtocolOrToolImpact,ToolchainSupport,MigrationUrgency,change_status,manual_category,downloadable,free_summary_url,access_type,local_file,module_ids,misc_info,trusted_source_id,peer_reviewed,vetting_body,github_contribution_url,download_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,status,deprecated_at,deprecated_reason,pqc_heatmap_protocols,pqc_heatmap_protocols_evidence,math_family,pqc_round,lifecycle_state,superseded_by,purpose
RFC-9700-Best-Current-Practice-for-OAuth-2-0-Security,RFC 9700 — Best Current Practice for OAuth 2.0 Security,https://www.rfc-editor.org/rfc/rfc9700.html,,,2026-08-23,Published,,RFC,,IETF,,PQC-REGION-GLOBAL,,,OAuth 2.0; OpenID Connect; TLS; JWT; DPoP,,,,,yes,,,library/RFC-9700-Best-Current-Practice-for-OAuth-2-0-Security.html,secrets-management-pqc,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: secrets-management-pqc cites 'RFC 9700 (OAuth 2...)'. The catalogue's existing 'IETF RFC 9700' row was misnamed — it held the EAP-TLS PQC Internet-Draft — so the real RFC 9700 was absent. Found 2026-08-23 by verifying each candidate capture before declaring it. | 2026-08-23: completed out of ""Unverified — needs review"". Basis: published RFC; capture verified to open with this RFC number. Judgement fields (applicable_industries, AlgorithmFamily, MigrationUrgency, dependencies) left BLANK rather than guessed — those are the enrichment pipeline's job, and inventing them would be the exact laundering the placeholder status exists to prevent.",85,active,,,,,,,,,
UN-Regulation-No-155-Cyber-security-and-cyber-security-manag,UN Regulation No. 155 - Cyber security and cyber security management system,https://eur-lex.europa.eu/eli/reg/2021/387/oj/eng,,,,Unverified — needs review,,Regulation,,,,,,,,,,,,yes,,,library/UN-Regulation-No-155-Cyber-Security-and-Cyber-Security-Manag.html,,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Cited by an automotive-pqc Learn Q&A row on vehicle cybersecurity regulation; EU's official EUR-Lex publication of the UNECE regulation, already confirmed cached locally at local-evidence-cache/library/UN-Regulation-No-155-Cyber-Security-and-Cyber-Security-Manag.html | 2026-08-30: local_file casing corrected to match the actual on-disk filename -- macOS case-insensitive-but-preserving filesystem silently collided this fetch with an orphaned pre-existing capture under different casing (same real document, fetched via a different EUR-Lex URL form previously, never wired to a CSV row). Content re-verified correct after the collision.",0,active,,,,,,,,,
DO-326A-Airworthiness-Security-Process-Specification,DO-326A Airworthiness Security Process Specification,https://products.rtca.org/21dja1f/,,,,Unverified — needs review,,Standard,,,,,,,,,,,,no,,,library/DO-326A-Airworthiness-Security-Process-Specification.html,,,,,,,,,"Confirmed blocked to automated fetch — awaiting manual acquisition via ingest_manual_evidence.py (save as DO-326A-Airworthiness-Security-Process-Specification.html, drop in local-evidence-cache/_inbox/). Human note: Cited by an aerospace-pqc Learn Q&A row; RTCA is a paid standards publisher, automated fetch of the product page consistently fails from this environment. A verified real copy of this exact page was already sitting in local-evidence-cache/compliance/DO-326A.html from a prior session -- copied into _inbox/ for ingest_manual_evidence.py to complete.",0,active,,,,,,,,,
Integrated-Methodology-for-Information-Security-Risk-Managem,Integrated Methodology for Information Security Risk Management using ISO 27005:2018 and NIST SP 800-30 for Insurance Sector,https://thesai.org/Downloads/Volume14No4/Paper_68-Integrated_Methodology_for_Information_Security_Risk_Management.pdf,,,,Unverified — needs review,"Peer-reviewed IJACSA paper (2023) applying ISO/IEC 27005:2018's risk assessment methodology (asset/threat/vulnerability identification, likelihood x consequence scoring, treatment selection) combined with NIST SP 800-30 guidance to an insurance-sector case study. Cited as the open, reachable source for ISO 27005's actual methodology since the standard itself is sold and not held.",Research Paper,,"Arief Prabawa Putra, Benfano Soewito (Bina Nusantara University)",,,,,,,,,,yes,,open-access,library/Integrated-Methodology-for-Information-Security-Risk-Managem.pdf,data-asset-sensitivity,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Open-access peer-reviewed paper (IJACSA, freely downloadable PDF) covering ISO/IEC 27005's actual risk-assessment methodology in real technical depth -- cited as the reachable, open alternative to the paywalled ISO/IEC 27005:2022 standard itself, per the standing no-gated-references rule. Grounds a data-asset-sensitivity Learn Q&A row that specifically asks how ISO 27005 models threats.",0,active,,,,,,,,,
Agile-Post-Quantum-Secure-Cryptography-in-Avionics,"Agile, Post-Quantum Secure Cryptography in Avionics",https://eprint.iacr.org/2024/667.pdf,,,,Unverified — needs review,"IACR ePrint 2024/667. Integrates a post-quantum-secure HPKE variant (ML-KEM/ML-DSA alongside classical ciphers) into an ARINC 653 avionics software partition. Covers DO-178C's certification process in depth (module/application/system acceptance, Reusable Software Components for certification-credit reuse) and how partitioning contains the recertification blast radius of a crypto change.",Research Paper,,"Karolin Varner, Wanja Zaeske, Sven Friedrich, Aaron Kaiser, Alice Bowman (DLR, Max Planck Institute for Security and Privacy, Rosenpass e.V.)",,,ML-KEM; ML-DSA; SLH-DSA; FALCON; Classic McEliece,,HPKE; TLS 1.3; MLS; ARINC 653; ARINC 823,,,,,yes,,open-access,library/Agile-Post-Quantum-Secure-Cryptography-in-Avionics.pdf,aerospace-pqc,,,,,,,,Added via intake queue Phase 2 (add_row.py). Human note: Directly addresses PQC migration constraints on avionics data buses (ARINC 429/AFDX-class bandwidth/latency limits) and certification -- grounds multiple aerospace-pqc Learn Q&A rows discussing mixed-fleet PQC migration strategy.,0,active,,,,,,,,,
DO-178C-Costs-vs-Benefits-Analysis,DO-178C Costs vs Benefits Analysis,https://afuzion.com/do-178c-costs-versus-benefits/,,,,Unverified — needs review,"AFuzion (a DO-178C certification consultancy) technical whitepaper on DO-178C cost/schedule by Design Assurance Level. Discusses per-DAL cost and schedule delta qualitatively (a referenced chart, not machine-readable); does not itself state a specific re-certification dollar figure or year range.",Industry Report,,AFuzion Inc.,,,,,,,,,,yes,,open-access,library/DO-178C-Costs-vs-Benefits-Analysis.html,,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: AFuzion is a recognized DO-178C certification authority/consultancy; this page states the real-world cost (five-plus years, M+ for complex DAL A systems) and timeline figures that ground several aerospace-pqc Learn Q&A rows discussing PQC re-certification cost/timeline risk.",0,active,,,,,,,,,
ARINC-429-Cyber-vulnerabilities-and-Voltage-Data-in-a-Hardwa,ARINC 429 Cyber-vulnerabilities and Voltage Data in a Hardware-in-the-Loop Simulator,https://arxiv.org/pdf/2408.16714,,,,Unverified — needs review,"arXiv:2408.16714. Builds a hardware-in-the-loop ARINC 429 simulator and demonstrates a real denial-of-service attack via a compromised bus. States ARINC 429's actual technical characteristics -- 32-bit words, 12.5/100 Kbits/s slow/fast rates -- and discusses why adding message encryption or authentication to the protocol is impractical.",Research Paper,,"Connor Trask, Steve Movit, Justace Clutter, Rosene Clark, Mark Herrera, Kelly Tran",,,,,ARINC 429; UART; AFDX/ARINC 664,,,,,yes,,open-access,library/ARINC-429-Cyber-vulnerabilities-and-Voltage-Data-in-a-Hardwa.pdf,aerospace-pqc,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Open-access arXiv paper building an ARINC 429 hardware-in-the-loop simulator; states the bus's real technical characteristics (word size, data rate, lack of authentication) needed to ground aerospace-pqc Learn Q&A rows on ARINC 429's PQC feasibility constraints.",0,active,,,,,,,,,
Vehicle-Security-Post-Quantum-Security-to-the-CAN-Network,Vehicle Security: Post-Quantum Security to the CAN Network,https://semiengineering.com/vehicle-security-post-quantum-security-to-the-can-network/,,,,Unverified — needs review,Industry trade article covering a University of Tennessee PUF-based post-quantum CAN-FD security framework. States that standard CAN's payload size is too small for PQC and that CAN-FD's increased payload capacity is what makes PQC on the bus feasible.,Article,,Semiconductor Engineering,,,SIDH,,CAN; CAN-FD,,,,,yes,,open-access,library/Vehicle-Security-Post-Quantum-Security-to-the-CAN-Network.html,automotive-pqc,,,,,,,,Added via intake queue Phase 2 (add_row.py). Human note: Semiconductor Engineering industry trade article on PQC applied to CAN/CAN-FD networks -- checking for the 64-byte CAN-FD payload constraint and Automotive Ethernet/MACsec comparison to ground automotive-pqc Learn Q&A rows.,0,active,,,,,,,,,
Critical-Role-of-MACsec-in-Automotive-Security,Critical Role of MACsec in Automotive Security,https://www.ti.com/lit/wp/snla462/snla462.pdf,,,,Unverified — needs review,"TI technical whitepaper (SNLA462) on MACsec (IEEE 802.1AE) securing 100BASE-T1 Automotive Ethernet backbone links, contrasted with software-layer TLS/SSL. Grounds why Automotive Ethernet backbones (not CAN/LIN) are the automotive PQC migration target.",Industry Report,,Texas Instruments,,,,,MACsec; SSL; TLS; EAPOL; MKA,,,,,yes,,open-access,library/Critical-Role-of-MACsec-in-Automotive-Security.pdf,automotive-pqc,,,,,,,,Added via intake queue Phase 2 (add_row.py). Human note: Texas Instruments technical whitepaper on MACsec for Automotive Ethernet backbone security -- grounds automotive-pqc Learn Q&A row on why Automotive Ethernet (not CAN/LIN) is the primary PQC migration target for backbone links.,0,active,,,,,,,,,
AI-models-collapse-when-trained-on-recursively-generated-dat,AI models collapse when trained on recursively generated data,https://www.nature.com/articles/s41586-024-07566-y,,,,Unverified — needs review,"Nature 631, 755-759 (2024), CC-BY 4.0. Demonstrates that generative models trained recursively on their own synthetic output degenerate (""model collapse"") -- the tails of the real data distribution disappear.",Research Paper,,"Ilia Shumailov, Zakhar Shumaylov, Yiren Zhao, Nicolas Papernot, Ross Anderson, Yarin Gal",,,,,,,,,,yes,,open-access,library/AI-models-collapse-when-trained-on-recursively-generated-dat.html,ai-security-pqc,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Nature 2024, Shumailov et al., CC-BY 4.0 open access -- grounds ai-security-pqc Learn Q&A row on model collapse from synthetic data contamination.",0,active,,,,,,,,,
Secure-Use-of-the-Agent-Payments-Protocol-AP2,Secure Use of the Agent Payments Protocol (AP2),https://cloudsecurityalliance.org/blog/2025/10/06/secure-use-of-the-agent-payments-protocol-ap2-a-framework-for-trustworthy-ai-driven-transactions,,,,Unverified — needs review,"CSA security analysis of Google's Agent Payments Protocol (AP2) for agent-to-agent commerce -- cryptographically signed Mandates (ECDSA), identified quantum-threat weaknesses, and a hybrid-scheme roadmap.",Article,,Cloud Security Alliance,,,Dilithium,,TLS 1.3; A2A; MCP; AP2; OAuth; 3DS2,,,,,yes,,open-access,library/Secure-Use-of-the-Agent-Payments-Protocol-AP2.html,ai-security-pqc,,,,,,,,"Added via intake queue Phase 2 (add_row.py). Human note: Cloud Security Alliance article on agent-to-agent commerce security, including quantum-safe crypto roadmap for signed purchase orders/delegation chains -- grounds ai-security-pqc Learn Q&A row on agentic commerce quantum threats.",0,active,,,,,,,,,
A-Post-Quantum-Future-for-Let-s-Encrypt,A Post-Quantum Future for Let's Encrypt,https://letsencrypt.org/2026/06/03/pq-certs,,,,Unverified — needs review,"Official Let's Encrypt announcement (2026-06-03) of its post-quantum roadmap: Merkle Tree Certificates, targeting late-2026 staging and 2027 production, chosen because ML-DSA-44 signatures alone would push TLS handshakes well past 10KB.",Article,,Let's Encrypt (Internet Security Research Group),,,ML-KEM; ML-DSA,,TLS; ACME; X.509,,,,,yes,,open-access,library/A-Post-Quantum-Future-for-Let-s-Encrypt.html,platform-eng-pqc,,,,,,,,Added via intake queue Phase 2 (add_row.py). Human note: Official Let's Encrypt blog announcement -- states late-2026 staging / 2027 production timeline for post-quantum (Merkle Tree Certificate) issuance. Grounds platform-eng-pqc Learn Q&A row on Let's Encrypt's PQC ACME timeline.,0,active,,,,,,,,,
Docker-Content-Trust-Retirement-and-Migration-Guidance,Docker Content Trust: Retirement and Migration Guidance,https://www.docker.com/blog/docker-content-trust-retirement-and-migration-guidance/,,,,Unverified — needs review,"Official Docker blog (2026-06-16): Docker Content Trust and the Notary v1 service are being fully retired, first announced July 2025. Confirms DCT/Notary v1 has no PQC roadmap and points to Sigstore/Notation as modern replacements.",Article,,"Docker, Inc.",,,,,,,,,,yes,,open-access,library/Docker-Content-Trust-Retirement-and-Migration-Guidance.html,platform-eng-pqc,,,,,,,,Added via intake queue Phase 2 (add_row.py). Human note: Official Docker blog on Docker Content Trust/Notary v1's retirement -- grounds platform-eng-pqc Learn Q&A row on why DCT is a migration priority despite no PQC roadmap.,0,active,,,,,,,,,
Analysis-of-the-Codecov-Supply-Chain-Compromise,Analysis of the Codecov Supply Chain Compromise,https://www.rapid7.com/blog/post/2021/04/16/codecov-discloses-supply-chain-compromise/,,,,Unverified — needs review,"Technical analysis of the April 2021 Codecov Bash Uploader supply chain compromise -- an unsigned CI script was modified to exfiltrate CI environment secrets (AWS IAM keys, deploy keys, tokens) from over 23,000 affected customers.",Article,,Rapid7,,,,,,,,,,yes,,open-access,library/Analysis-of-the-Codecov-Supply-Chain-Compromise.html,code-signing,,,,,,,,Added via intake queue Phase 2 (add_row.py). Human note: Rapid7 technical analysis of the 2021 Codecov Bash Uploader supply chain attack (unsigned CI script modified to exfiltrate CI environment secrets) -- grounds code-signing Learn Q&A row asking about this specific 2021 incident.,0,active,,,,,,,,,
Template-and-CPA-Side-Channel-Attacks-on-the-Kyber-ML-KEM-Pa,Template and CPA Side Channel Attacks on the Kyber/ML-KEM Pair-Pointwise Multiplication,https://eprint.iacr.org/2025/1577.pdf,,,,Unverified — needs review,"IACR ePrint 2025/1577. Profiled (template) and unprofiled (CPA) side-channel attacks on ML-KEM's NTT-domain pair-pointwise multiplication during decapsulation, yielding full key recovery.",Research Paper,,,,,ML-KEM,,,,,,,yes,,open-access,library/Template-and-CPA-Side-Channel-Attacks-on-the-Kyber-ML-KEM-Pa.pdf,pqc-testing-validation,,,,,,,,Added via intake queue Phase 2 (add_row.py). Human note: IACR ePrint paper on ML-KEM side-channel leakage in polynomial multiplication -- grounds pqc-testing-validation Learn Q&A row on lattice-PQC side-channel leakage targets (NTT/polynomial multiplication/modular reduction).,0,active,,,,,,,,,
