software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags
Microsoft Hyper-V,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,Medium,,,https://learn.microsoft.com/en-us/windows-server/virtualization/hyper-v/hyper-v-technology-overview,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Nutanix AHV,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,Medium,,,https://www.nutanix.com/products/acropolis/ahv,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Docker Engine 28.0,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,High,,,https://docs.docker.com/engine/release-notes/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Amazon EKS,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,High,,,https://aws.amazon.com/eks/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Google GKE,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,High,,,https://cloud.google.com/kubernetes-engine,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Azure AKS,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,High,,,https://azure.microsoft.com/en-us/products/kubernetes-service,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Fastly Edge Cloud,CSC-040,Web & Application Security,Network,Unknown,,,,,,,Medium,,,https://www.fastly.com/blog/fastly-and-the-post-quantum-future,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Amazon CloudFront,CSC-040,Web & Application Security,Network,Unknown,Supports hybrid post-quantum key establishment across all existing TLS security policies and a new TLS 1.3 only policy (TLS1.3_2025). PQC is automatically enabled for client-to-edge connections with no customer configuration required. Available in all edge locations at no additional charge.,,,,,,Medium,,,https://aws.amazon.com/blogs/networking-and-content-delivery/introducing-post-quantum-hybrid-key-exchange-for-amazon-cloudfront/,,,web-validated,Pending Verification,2026-03-31,,,,,google-ref-2026-03-30; pqc-no-positive-extraction
Google Cloud CDN,CSC-040,Web & Application Security,Network,Unknown,,,,,,,Medium,,,https://cloud.google.com/blog/products/identity-security/why-google-is-marching-toward-a-quantum-safe-future,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Vultr Cloud GPU,CSC-040,Web & Application Security,Network,Unknown,,,,,,,Medium,,,https://www.vultr.com/news/vultr-and-sandboxaq-partner-to-deliver-quantum-safe-security/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Zoom Compliance 2026,CSC-008,Email Encryption & Collaboration,Application,Unknown,,,,,,,Medium,,,https://www.zoom.com/en/trust/security/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Cisco Webex,CSC-008,Email Encryption & Collaboration,Application,Unknown,,,,,,,Medium,,,https://www.cisco.com/c/en/us/products/collateral/conference/webex-meetings/white-paper-c11-744039.html,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Mimecast Cloud Integrated,CSC-008,Email Encryption & Collaboration,Application,Unknown,,,,,,,Medium,,,https://www.mimecast.com/products/email-security/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Proofpoint Aegis,CSC-008,Email Encryption & Collaboration,Application,Unknown,,,,,,,Medium,,,https://www.proofpoint.com/us/products/aegis,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Barracuda Email Protection,CSC-008,Email Encryption & Collaboration,Application,Unknown,,,,,,,Medium,,,https://www.barracuda.com/products/email-protection,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
OpenText Content Cloud,CSC-053,Secrets & Data Governance,Application,Unknown,,,,,,,Medium,,,https://www.opentext.com/products/content-cloud,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Hyland OnBase,CSC-053,Secrets & Data Governance,Application,Unknown,,,,,,,Medium,,,https://www.hyland.com/en/products/onbase,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Forcepoint DLP,CSC-053,Secrets & Data Governance,Application,Unknown,,,,,,,Medium,,,https://www.forcepoint.com/product/data-loss-prevention-dlp,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Netskope Intelligent DLP,CSC-053,Secrets & Data Governance,Application,Unknown,,,,,,,Medium,,,https://www.netskope.com/products/capabilities/dlp,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Broadcom Symantec DLP,CSC-053,Secrets & Data Governance,Application,Unknown,,,,,,,Medium,,,https://www.broadcom.com/products/cybersecurity/information-protection/data-loss-prevention,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
IBM Aspera,CSC-008,Email Encryption & Collaboration,Application,Unknown,,,,,,,Medium,,,https://www.ibm.com/products/aspera,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Signiant Media Shuttle,CSC-008,Email Encryption & Collaboration,Application,Unknown,,,,,,,Medium,,,https://www.signiant.com/products/media-shuttle/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Microsoft Defender for Endpoint,CSC-003,Network Security Appliances,Application,Planned (with timeline),"PQC capabilities are previewed for Windows Insiders and Linux via SymCrypt updates. ML-KEM and ML-DSA are available through CNG. TLS hybrid key exchange is enabled in SymCrypt-OpenSSL 1.9.0. Full transition of services aims for completion by 2033, with early adoption starting by 2029.",,,,,,Medium,,,https://www.microsoft.com/en-us/security/blog/2025/08/20/quantum-safe-security-progress-towards-next-generation-cryptography/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Broadcom Symantec SES,CSC-003,Network Security Appliances,Application,Unknown,,,,,,,Medium,,,https://www.broadcom.com/products/cybersecurity/endpoint,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
VMware Workspace ONE,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,Medium,,,https://www.vmware.com/products/workspace-one.html,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Microsoft Intune,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,Medium,,,https://www.microsoft.com/en-us/security/business/microsoft-intune,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Ivanti Neurons for MDM,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,Medium,,,https://www.ivanti.com/products/ivanti-neurons-for-mdm,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Jamf Pro,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,Medium,,,https://www.jamf.com/products/jamf-pro/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
SOTI MobiControl,CSC-019,Operating Systems & Platforms,OS & Platform,Unknown,,,,,,,Medium,,,https://www.soti.net/products/mobicontrol/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Recorded Future,CSC-049,Security Testing & Discovery,Application,Unknown,,,,,,,Medium,,,https://www.recordedfuture.com/post-quantum-cryptography-threat-landscape,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Mandiant (Google Cloud),CSC-049,Security Testing & Discovery,Application,Unknown,,,,,,,Medium,,,https://cloud.google.com/blog/products/identity-security/why-google-is-marching-toward-a-quantum-safe-future,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Cyberint (Check Point),CSC-049,Security Testing & Discovery,Application,Unknown,,,,,,,Medium,,,https://www.checkpoint.com/cyberint/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
GitHub Copilot Security,CSC-050,Supply Chain & DevSecOps,Application,Unknown,,,,,,,Medium,,,https://github.blog/news-insights/product-news/whats-coming-to-our-github-actions-2026-security-roadmap/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Veracode Platform,CSC-050,Supply Chain & DevSecOps,Application,Unknown,,,,,,,Medium,,,https://www.veracode.com/products/binary-static-analysis-sast,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Checkmarx One,CSC-050,Supply Chain & DevSecOps,Application,Unknown,,,,,,,Medium,,,https://checkmarx.com/product/checkmarx-one-platform/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Windscribe,CSC-010,VPN & SSH,Application,Yes (with details),Windscribe apps support post-quantum WireGuard out of the box using TLS 1.3 with the hybrid key exchange mechanism X25519MLKEM768 to share the PresharedKey. The PSK is rotated on each login. Validated with Wireshark.,,,,,,Medium,,,https://windscribe.com/blog/post-quantum-resilience-at-windscribe/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
NordVPN,CSC-010,VPN & SSH,Application,Unknown,"NordVPN has rolled out post-quantum encryption (PQE) across all its VPN apps (Windows, macOS, iOS, Android, Android TV, tvOS, Linux). The upgrade integrates quantum-resistant algorithms into the NordLynx protocol (based on WireGuard), complying with NIST standards. Initially deployed on Linux in September 2024 to collect performance data, it expanded to all platforms in 2025. PQE is enabled via a toggle switch in settings and activates automatically when connecting via NordLynx.",,,,,,Medium,,,https://nordvpn.com/blog/post-quantum-cryptography/,,,web-validated,Pending Verification,2026-03-31,,,,,google-ref-2026-03-30; pqc-no-positive-extraction
Surfshark,CSC-010,VPN & SSH,Application,Yes (with details),Supports analyzing real-world post-quantum TLS traffic using hybrid key agreement (X25519 + Kyber768 draft). Capable of decrypting sessions via embedded Decryption Secrets Blocks (DSB) in pcapng files. Mentions Cloudflare and Google server-side PQ KEX deployment and client support in Chrome 124 and Firefox 124/128.,,,,,,Medium,,,https://surfshark.com/blog/post-quantum-cryptography,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Brave Browser,CSC-040,Web & Application Security,Application,Yes (with details),"Supports X25519MLKEM768 as the default post-quantum hybrid key agreement. Also supports X25519Kyber768Draft00 for specific version ranges (Edge 124-130, Firefox 124-131). Implementation relies on underlying libraries like BoringSSL or OpenSSL with PQC providers.",,,,,,Medium,,,https://brave.com/blog/post-quantum-cryptography/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Tor Browser,CSC-040,Web & Application Security,Application,Unknown,,,,,,,Medium,,,https://blog.torproject.org/post-quantum-tor/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
DuckDuckGo Browser,CSC-040,Web & Application Security,Application,Unknown,,,,,,,Medium,,,https://spreadprivacy.com/duckduckgo-post-quantum-privacy/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
FIS Modern Banking,CSC-058,Blockchain & DLT Protocols,Application,Unknown,,,,,,,Critical,,,https://www.fisglobal.com/en/banking-solutions,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
General Dynamics Mission,CSC-034,Hardware Security & Semiconductors,Hardware,Unknown,,,,,,,Medium,,,https://gdmissionsystems.com/cyber,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
SOC 2 (Quantum Trust Criteria),CSC-049,Security Testing & Discovery,Application,Unknown,,,,,,,Medium,,,https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-quantum-readiness,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
HIPAA (Quantum Security Rule),CSC-049,Security Testing & Discovery,Application,Unknown,,,,,,,Medium,,,https://www.hhs.gov/hipaa/for-professionals/security/index.html,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Proton VPN,CSC-010,VPN & SSH,Application,Unknown,,,,,,,Medium,,,https://protonvpn.com/blog/post-quantum-cryptography/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
MinIO Enterprise,CSC-043,Data Storage & Protection,Application,Unknown,,,,,,,Medium,,,https://min.io/enterprise,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Futurex Vectera Plus,CSC-029,Payment Cryptography Systems,Application,"Yes (ACVP: ML-DSA, ML-KEM)","Payment HSM with crypto-agile architecture. Futurex CryptoHub general-purpose HSM has ML-DSA, ML-KEM, and SLH-DSA support with PCI HSM validation (June 2025) — currently the only PCI-HSM-validated option with PQC. Vectera Plus payment-specific firmware PQC status unclear. PCI PTS HSM v3 certified.",Commercial,Commercial,Current,2025,Yes (PCI PTS HSM v3 FIPS 140-2 L3),Critical,Hardware Appliance,"Finance, Retail, Payment Processing",https://www.futurex.com/products/vectera-plus,,Payment HSM for transaction processing PIN management and key injection. Futurex general HSM platform already has PQC.,Trusted Vendor,Partially Verified,2026-03-30,"migrate,launch",emv-payment-pqc;hsm-pqc,VND-017,cmvp,
Google Cloud Platform (GCP),CSC-001,Cloud Key Management,Application,"Yes (ACVP: ML-DSA, ML-KEM, SLH-DSA)",Google: Protecting Internal Traffic with Post-Quantum ALTS,,,,,,High,,,https://cloud.google.com/blog/products/identity-security/why-google-is-marching-toward-a-quantum-safe-future,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
Futurex Cloud,CSC-028,Cloud Encryption Gateways,Cloud,"Yes (ACVP: ML-DSA, ML-KEM)",Cloud-hosted encryption backed by CryptoHub HSMs with PCI HSM validated PQC. Supports ML-DSA and ML-KEM. KMES Series 3 VirtuCrypt cloud HSM.,Commercial,Commercial,Current,2025,Yes (PCI HSM),High,Cloud,Finance Enterprise,https://www.futurex.com/news/futurex-sets-pqc-ready-standard,,Cloud encryption gateway backed by PCI HSM validated PQC hardware.,Trusted Vendor,Verified,2026-02-16,"migrate,launch,rampup",hsm-pqc;kms-pqc,VND-017,cmvp,
Sectigo Certificate Manager,CSC-041,Certificate Lifecycle Management,Security Stack,Unknown,,Commercial,Commercial,Current,2025,Yes (WebTrust),High,Cloud SaaS,All industries,https://sectigo.com/post-quantum-cryptography,,Major CA preparing for PQC certificate transition. Certificate lifecycle management platform with PQC readiness planning.,Trusted Vendor,Verified,2026-03-30,"assess,migrate",arch-quantum-impact;merkle-tree-certs;ops-quantum-impact;pki-workshop,VND-181,iec,
Bouncy Castle C\# / Java,CSC-047,Cryptographic SDKs & Libraries,Application,"Yes (with details: CRYSTALS-KYBER, CRYSTALS-DILITHIUM, FALCON, SPHINCS+, BIKE, Classic McEliece, HQC, NTRU, FRODO, SABER, NTRULPrime, SNTRUPrime, Picnic)","This is a concept study to run PQC algorithms using Bouncy Castle 1.72. It supports Public-key Encryption/KEMs (CRYSTALS-KYBER, BIKE, Classic McEliece, HQC, NTRU, FRODO, SABER, NTRULPrime, SNTRUPrime) and Digital Signatures (CRYSTALS-DILITHIUM, FALCON, SPHINCS+, Picnic). SIKE is excluded as broken; Rainbow is noted as not available in this version. The app generates key pairs, encodes keys to byte arrays, performs KEM key exchange/encryption/decryption, and signature sign/verify flows.",,,,,,Medium,,,https://www.bouncycastle.org/documentation/documentation-c/,,,web-validated,Pending Verification,2026-03-30,,,,,google-ref-2026-03-30
