software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags,proof_url,proof_publication_date,proof_relevant_info,validation_result,correction_notes
ExeQuantum,CSC-015,API Security and JWT Libraries,Libraries,"Yes (ML-KEM, ML-DSA — PQC-as-a-Service platform)","PQC-as-a-Service platform (CipherForge) built around ML-KEM and ML-DSA with hardened and formally verified implementations. Supports on-premise, air-gapped, hybrid, and cloud deployments.",Commercial,Commercial (SaaS),,,,Medium,Cloud API,Enterprise,https://exequantum.com,,"PQC API service with ML-KEM, ML-DSA, SLH-DSA. PKIC PQCCM verified.",Trusted Vendor,Pending Verification,2026-03-31,migrate,api-security-jwt;dev-quantum-impact,VND-262,pki-consortium,no-local-doc,https://www.exequantum.com/pqcaas,2025,"PQCaaS: ML-KEM, ML-DSA, HQC, SLH-DSA via API.",VALIDATED,PQC support validated with digital proof.
essendi xc,CSC-041,Certificate Lifecycle Management,Security Stack,Partial (with scope),"The product offers ""essendi crypto solutions"" enabling end-to-end cryptography management including ""post-quantum readiness."" It supports discovery, lifecycle management, and future-proofing against quantum attacks. Specific algorithms or implementation details are not stated; the focus is on readiness and monitoring vulnerabilities.",Commercial,Commercial,3.1,,,High,Cloud On-Premises,Enterprise Government,https://xc.essendi.de/en/,,CLM with ML-DSA for PQC certificate migration. PKIC PQCCM verified.,Trusted Vendor,Verified,2026-03-31,"assess,migrate",pki-workshop;arch-quantum-impact,VND-263,pki-consortium,doc-extraction; pkic-pqccm-verified,https://www.essendi.de/en/essendi-xc-3-1-simpler-more-automated-quantum-ready/,2025,"essendi xc v3.1: ML-DSA, SLH-DSA for PQC certificates.",VALIDATED,PQC partial support validated with digital proof.
noble-post-quantum,CSC-001,Cryptographic Libraries,Libraries,"Yes (ML-KEM, ML-DSA, SLH-DSA)","Pure JavaScript/TypeScript implementation of ML-KEM (FIPS 203), ML-DSA (FIPS 204), SLH-DSA (FIPS 205), and NTRU-Prime. Zero dependencies, audited, works in browser and Node.js. Part of the @noble family of cryptographic libraries by Paul Miller.",Open Source,MIT,0.3.0,2025-01-01,No,High,JavaScript; TypeScript; Node.js; Browser; Deno,All industries,https://github.com/paulmillr/noble-post-quantum,https://github.com/paulmillr/noble-post-quantum,"Audited pure-JS PQC library implementing all NIST-standardized algorithms. Zero dependencies, constant-time implementations, suitable for browser and server environments. Widely used in the JavaScript ecosystem.",Open Source,Pending Verification,2026-03-31,"prepare,test,migrate",crypto-dev-apis;dev-quantum-impact;hybrid-crypto,VND-264,,no-local-doc,https://github.com/paulmillr/noble-post-quantum,2024,"Fastest JS implementation of FIPS 203/204/205: ML-KEM, ML-DSA, SLH-DSA.",VALIDATED,PQC support validated with digital proof.
SUPERCOP,CSC-016,Post-Quantum Cryptography Libraries,Libraries,Yes (benchmarks all NIST PQC algorithms),"System for Unified Performance Evaluation Related to Cryptographic Operations and Primitives. Provides standardised benchmarking for all NIST PQC candidates and standardised algorithms including ML-KEM, ML-DSA, SLH-DSA, HQC, and Classic McEliece. Reference benchmarks used by algorithm designers and NIST evaluators.",Open Source,Public Domain,Current,2005-01-01,No,Low,Linux; x86_64; AArch64,Research; Academia; Government,https://bench.cr.yp.to/results-kem.html,https://bench.cr.yp.to/,Canonical benchmarking suite for cryptographic software. Provides authoritative performance figures for PQC algorithms on standardised hardware. Used by NIST and algorithm designers. Maintained by Daniel Bernstein's group.,Open Source Community,Pending Verification,2026-03-31,prepare,pqc-101;research-quantum-impact,VND-265,,no-local-doc,https://blog.cr.yp.to/20170719-pqbench.html,2025,crypto_kem directory for benchmarking PQC KEMs.,VALIDATED,"HQC was selected as 5th PQC algorithm by NIST in March 2025, standardization in progress | PQC benchmarking support validated with digital proof."
American Binary Ambit Client,CSC-062,VPN and IPsec Software,Network,"Yes (ML-KEM-1024, ML-DSA-87, CNSA 2.0)",Enterprise VPN using exclusively CNSA 2.0 PQC algorithms with MaxKyber protocol. Available on Oracle Cloud Marketplace.,Commercial,Commercial,2025,2025-11,,Medium,"Windows, Linux, macOS","Defense, Government, Enterprise",https://www.americanbinary.com/,,Quantum-resistant enterprise VPN with CNSA 2.0 compliance using ML-KEM-1024 and ML-DSA-87.,Vendor,Verified,2026-03-31,,,,,,https://www.prnewswire.com/news-releases/american-binary-partners-with-oracle-to-deliver-quantum-resistant-vpn-for-enterprise-and-defense-sectors-302603594.html,2025-11,"Enterprise VPN using ML-KEM-1024, ML-DSA-87 CNSA 2.0 algorithms with MaxKyber protocol.",VALIDATED,
Alibaba Cloud GVSM,CSC-063,Cloud Hardware Security Module (HSM),Cloud,"Yes (ML-KEM/FIPS-203, ML-DSA/FIPS-204, SLH-DSA/FIPS-205)","Cloud HSM service with PQC integration. Supports PKCS#11, JCE, CNG interfaces.",Commercial,Commercial,Beta,2025,,Medium,Cloud,"Enterprise, Finance, Government",https://www.alibabacloud.com/,,"Post-Quantum Cipher Machine (GVSM) — cloud HSM with ML-KEM, ML-DSA, SLH-DSA support.",Vendor,Verified,2026-03-31,,,,,,https://www.alibabacloud.com/help/en/kms/cloud-hardware-security-module/product-overview/gvsm-post-quantum-cipher-machine-beta,2025,"Alibaba Cloud GVSM: Cloud HSM with ML-KEM (FIPS-203), ML-DSA (FIPS-204), SLH-DSA (FIPS-205).",VALIDATED,
Caddy Server,CSC-064,Application Servers,Application,Yes (X25519MLKEM768 hybrid PQC TLS default),Web server with native PQC support in v2.10+. Default X25519MLKEM768 key exchange via Go 1.24.,Open Source,Open Source,2.10,2025-04,,Medium,"Linux, macOS, Windows","Enterprise, Web Hosting",https://caddyserver.com/,,Open source web server with automatic HTTPS and PQC TLS support via Go 1.24 runtime.,Vendor,Verified,2026-03-31,,,,,,https://sam-burns.com/posts/go-post-quantum-with-caddy/,2025-04,Caddy 2.10: native PQC with x25519mlkem768 key exchange enabled by default.,VALIDATED,
AdGuard DNS,CSC-065,Network Security Software,Network,Yes (X25519MLKEM768 hybrid for DoT/DoH/DoQ),"First DNS service with client-side PQC enabled by default. Supports DoT, DoH, DoQ with quantum-resistant protection.",Commercial / Free,Commercial / Free,2.19,2025,,Medium,"Cloud, Cross-platform","Enterprise, Consumer",https://adguard-dns.io/,,"DNS service with PQC-protected encrypted DNS resolution (DoT, DoH, DoQ).",Vendor,Verified,2026-03-31,,,,,,https://adguard-dns.io/en/blog/adguard-dns-v2-19.html,2025,"AdGuard DNS v2.19: First DNS service with client-side PQC, X25519MLKEM768 default.",VALIDATED,
Broadcom Emulex SecureHBA,CSC-066,Network Encryptors,Infrastructure,"Yes (ML-DSA-87, ML-KEM-1024, AES-GCM-256)","End-to-end PQC encryption for Fibre Channel data transfers. Over 120,000 units shipped.",Commercial,Commercial,2026,2026-03,,Medium,Fibre Channel SAN,"Enterprise, Data Center",https://www.broadcom.com/,,World's first end-to-end PQC-safe Fibre Channel network encryption with Everpure integration.,Vendor,Verified,2026-03-31,,,,,,https://investors.broadcom.com/news-releases/news-release-details/broadcom-delivers-worlds-first-end-end-pqc-safe-flight-network,2026-03,"Broadcom Emulex SecureHBA with ML-DSA-87, ML-KEM-1024 for Fibre Channel PQC encryption.",VALIDATED,
Keeper Security,CSC-067,Secure Messaging and Communication,Application,"Yes (ML-KEM-768 hybrid with ECC, AES-256)",Quantum-resistant encryption using Kyber for key exchange combined with AES-256 and zero-knowledge architecture.,Commercial,Commercial,2026,2026-02,,Medium,Cross-platform,"Enterprise, Consumer",https://www.keepersecurity.com/,,Password manager with hybrid post-quantum encryption using ML-KEM-768 for all customers.,Vendor,Verified,2026-03-31,,,,,,https://www.prnewswire.com/news-releases/keeper-security-introduces-quantum-resistant-encryption-to-protect-against-future-quantum-threats-302696307.html,2026-02,"Keeper: hybrid PQC with ML-KEM-768 (Kyber) for key exchange, AES-256, zero-knowledge.",VALIDATED,
Dashlane,CSC-068,Secure Messaging and Communication,Application,"Planned (RSA + Kyber KEM, Falcon signatures)",Implementing hybrid PQC approach using RSA+Kyber for key encapsulation and Falcon for signatures.,Commercial,Commercial,2025+,2025-02,,Medium,Cross-platform,"Enterprise, Consumer",https://www.dashlane.com/,,Password manager planning hybrid PQC with Kyber KEM and Falcon signatures.,Vendor,Verified,2026-03-31,,,,,,https://www.dashlane.com/blog/lets-get-ready-for-post-quantum-cryptography-in-dashlane,2025-02,Dashlane: implementing hybrid RSA+Kyber KEM and Falcon signatures for PQC.,VALIDATED,
QVerse,CSC-069,Secure Messaging and Communication,Application,"Yes (CRYSTALS-Kyber, AES-256, QRNG)","India's first quantum-safe messaging platform. Enterprise messaging, file/audio/video sharing with quantum-safe encryption.",Commercial,Commercial,2025,2025,,Medium,"Cloud, On-premises","Government, Defense, Enterprise",https://www.qnulabs.com/,,Quantum-safe enterprise messaging platform with Kyber-based key exchange and QRNG entropy.,Vendor,Verified,2026-03-31,,,,,,https://www.qnulabs.com/quantum-security-platform/qverse-quantum-safe-messaging-collaboration-platform,2025,"QVerse: quantum-safe messaging with CRYSTALS-Kyber, AES-256, QRNG integration.",VALIDATED,
AWS Transfer Family,CSC-070,SSH Implementation Software,Cloud,"Yes (ML-KEM-768, ML-KEM-1024 hybrid SFTP)",Post-quantum hybrid SFTP file transfers. Security policies TransferSecurityPolicy-2025-03 and FIPS-2025-03.,Commercial,Commercial,2025,2025,,Medium,Cloud,"Enterprise, Finance, Healthcare",https://aws.amazon.com/aws-transfer-family/,,AWS managed SFTP/FTPS/FTP with post-quantum hybrid key exchange for file transfers.,Vendor,Verified,2026-03-31,,,,,,https://aws.amazon.com/blogs/security/post-quantum-hybrid-sftp-file-transfers-using-aws-transfer-family/,2025,AWS Transfer Family: PQC hybrid SFTP with ML-KEM-768/1024 key exchange.,VALIDATED,
Bitvise SSH Server,CSC-071,SSH Implementation Software,Application,Yes (post-quantum key exchange),SSH server supporting post-quantum key exchange for SSH connections and file transfers.,Commercial,Commercial,2025,2025,,Medium,Windows,Enterprise,https://bitvise.com/,,Windows SSH server with post-quantum key exchange support.,Vendor,Verified,2026-03-31,,,,,,https://bitvise.com/ssh-server,2025,Bitvise SSH Server: post-quantum key exchange for SSH connections.,VALIDATED,
CATO Networks SASE,CSC-072,Network Security Software,Network,Yes (ML-KEM hybrid TLS 1.3),"Quantum-Safe SASE with PQC enforcement, visibility, and gradual adoption. Hybrid cipher suites with TLS 1.3.",Commercial,Commercial,2025,2025,,Medium,Cloud,Enterprise,https://www.catonetworks.com/,,Cloud-native SASE platform with quantum-safe TLS 1.3 hybrid key exchange.,Vendor,Verified,2026-03-31,,,,,,https://www.catonetworks.com/blog/the-post-quantum-journey-begins/,2025,CATO Networks: quantum-safe SASE with ML-KEM hybrid TLS 1.3 cipher suites.,VALIDATED,
AWS API Gateway PQC,CSC-073,API Security and JWT Libraries,Cloud,Yes (PQC TLS security policies),API Gateway supporting post-quantum TLS security policies (SecurityPolicy_TLS13_1_2_PFS_PQ_2025_09).,Commercial,Commercial,2025,2025,,Medium,Cloud,Enterprise,https://aws.amazon.com/api-gateway/,,Managed API gateway with post-quantum TLS security policies for API endpoints.,Vendor,Verified,2026-03-31,,,,,,https://aws.amazon.com/blogs/compute/enhancing-api-security-with-amazon-api-gateway-tls-security-policies/,2025,AWS API Gateway: PQC TLS security policies for API endpoint protection.,VALIDATED,
AUTOCRYPT PKI-Vehicles,CSC-074,Public Key Infrastructure (PKI) Software,Application,Yes (ML-DSA/FIPS 204),Post-Quantum PKI for automotive OEMs and suppliers. ML-DSA digital signatures without disrupting existing infrastructure.,Commercial,Commercial,2025,2025-12,,Medium,Automotive embedded,"Automotive, Transportation",https://autocrypt.io/,,Post-quantum PKI solution for automotive V2X and OEM/supplier security.,Vendor,Verified,2026-03-31,,,,,,https://autocrypt.io/pqc-pki-vehicle-solution/,2025-12,AUTOCRYPT: PQC PKI for automotive with ML-DSA (FIPS 204) digital signatures.,VALIDATED,
WISeSat PQC Constellation,CSC-075,Quantum Key Distribution Software,Infrastructure,Yes (SEALSQ PQC semiconductors),Satellite constellation with post-quantum cryptographic semiconductors. SpaceX Falcon 9 launched.,Commercial,Commercial,2025,2025-02,,Medium,Satellite,"Defense, Government, Telecom",https://www.wisekey.com/,,Post-quantum ready satellite constellation for IoT and secure communications.,Vendor,Verified,2026-03-31,,,,,,https://www.wisekey.com/press/wisesat-space-announces-new-2025-satellite-launches-with-post-quantum-ready-technology/,2025-02,WISeSat: satellite constellation with SEALSQ post-quantum cryptographic semiconductors.,VALIDATED,
SEALSQ QVault TPM,CSC-076,Hardware Security and Semiconductors,Hardware,"Yes (ML-DSA-87, ML-KEM-1024)",Quantum-resistant TPM with native hardware support for ML-DSA and ML-KEM at highest security parameter sets.,Commercial,Commercial,Sampling 2026,2025-05,,Medium,Embedded,"Defense, IoT, Automotive",https://www.sealsq.com/,,"Post-quantum TPM for CNSA 2.0 compliance in defense, IoT, automotive applications.",Vendor,Verified,2026-03-31,,,,,,https://www.sealsq.com/investors/news-releases/sealsq-announces-qvault-tpm-compliance-with-highest-security-key-lengths-for-post-quantum-protection-in-defense-iot-and-automotive/,2025-05,"SEALSQ QVault TPM: ML-DSA-87, ML-KEM-1024 native hardware PQC for CNSA 2.0.",VALIDATED,
wolfTPM PQC,CSC-077,Hardware Security and Semiconductors,Application,"Yes (ML-DSA, ML-KEM via TPM 2.0 v1.85)","TPM 2.0 Library v1.85 with PQC capabilities: ML-DSA signing/verification, ML-KEM encapsulation/decapsulation.",Open Source / Commercial,Open Source / Commercial,1.85,2025,,Medium,"Embedded, Linux, Windows","Enterprise, IoT",https://www.wolfssl.com/,,TPM 2.0 software library with post-quantum ML-DSA and ML-KEM support.,Vendor,Verified,2026-03-31,,,,,,https://www.wolfssl.com/wolftpm-add-tpm-2-0-v1-85-pqc-post-quantum-support/,2025,wolfTPM v1.85: TPM 2.0 with ML-DSA signing and ML-KEM key exchange for PQC.,VALIDATED,
Crypto4A QxVault,CSC-078,Secrets Management,Application,"Yes (ML-DSA, ML-KEM, SLH-DSA)",Industry's first secrets management platform with FIPS 140-3 Level 3 HSM built directly into vault.,Commercial,Commercial,2025,2025-11,,Medium,Linux,"Enterprise, Government",https://crypto4a.com/,,Quantum-safe secrets management with integrated FIPS 140-3 L3 HSM and PQC algorithms.,Vendor,Verified,2026-03-31,,,,,,https://crypto4a.com/resources/newsroom/2025-11-26-crypto4a-unvails-qxvault,2025-11,Crypto4A QxVault: secrets management with FIPS 140-3 L3 HSM and ML-DSA/ML-KEM/SLH-DSA.,VALIDATED,
Utimaco Quantum Protect Suite,CSC-079,Hardware Security Module (HSM) Software,Application,"Yes (ML-KEM, ML-DSA, LMS, XMSS)",PQC application package for u.trust HSM implementing CNSA 2.0 mandatory algorithms. Field-upgradeable.,Commercial,Commercial,2025,2025-04,,Medium,HSM appliance,"Enterprise, Government, Finance",https://utimaco.com/,,Post-quantum cryptography application package for Utimaco HSMs with CNSA 2.0 algorithms.,Vendor,Verified,2026-03-31,,,,,,https://utimaco.com/data-protection/gp-hsm/application-package/quantum-protect,2025-04,"Utimaco Quantum Protect: ML-KEM, ML-DSA, LMS, XMSS for u.trust HSM, CNSA 2.0.",VALIDATED,
Xiphera xQlave,CSC-080,Hardware Security and Semiconductors,Hardware,"Yes (ML-KEM/FIPS 203, ML-DSA/FIPS 204)",Hardware IP cores for FPGA/ASIC PQC implementations. Fully hardware-based without software components. CAVP validated.,Commercial,Commercial,2025,2024,,Medium,"FPGA, ASIC","Defense, Telecom, Data Center",https://xiphera.com/,,Quantum-secure cryptographic IP cores for hardware-only PQC implementation.,Vendor,Verified,2026-03-31,,,,,,https://xiphera.com/xiphera-launches-xqlave-product-family-of-quantum-secure-cryptographic-ip-cores/,2024,"Xiphera xQlave: hardware-only ML-KEM and ML-DSA IP cores, CAVP validated.",VALIDATED,
HPE ProLiant Gen12,CSC-081,Secure Boot and Firmware Security,Infrastructure,Yes (CNSA 2.0 quantum-resistant algorithms),Server hardware with quantum-resistant cryptography in silicon root of trust. iLO7 firmware with CNSA 2.0.,Commercial,Commercial,Gen12,2025,,Medium,Server hardware,"Enterprise, Data Center, Government",https://www.hpe.com/,,Server platform with CNSA 2.0 quantum-resistant secure boot and iLO7 firmware.,Vendor,Verified,2026-03-31,,,,,,https://community.hpe.com/t5/servers-systems-the-right/embracing-the-future-of-quantum-resistant-cryptography-with-hpe/ba-p/7238557,2025,HPE ProLiant Gen12: CNSA 2.0 quantum-resistant algorithms in silicon root of trust and iLO7.,VALIDATED,
