id,label,description,industries,industries_source_text,countries,requires_pqc,deadline,deadline_kind,deadline_dates,notes,enforcement_body,library_refs,learn_modules,timeline_refs,body_type,website,local_file,trusted_source_id,peer_reviewed,vetting_body,website_url_quality,confidence_score,cswp39_tags,naics_codes,status,deprecated_at,deprecated_reason,related_standards,last_verified
CYBERSAKERHETSLAG-SWEDEN-CYBER,"Cybersakerhetslag (Sweden Cybersecurity Act, SFS 2025:1506)","Found while drafting related_standards for MSB-SE-CYB (2026-07-17) -- implements EU NIS2 in Sweden, in force 2026-01-15",Information Technology;Finance & Insurance;Healthcare & Life Sciences;Energy & Utilities;Transportation,54;52;62;22;51;48,SE,expected,In force 2026-01-15,ongoing,2026:in force,"Sweden's NIS2 transposition (SFS 2025:1506). Sector scope is defined by cross-reference to NIS2 Annexes I/II rather than enumerated in-text -- industries/naics here mirror the catalog's existing 'NIS2' row for consistency, not a direct statement in this Swedish text. 2 kap. 3 SS requires 'strategies and procedures for the use of cryptography', a general hygiene obligation with no PQC/quantum-specific language. enforcement_body left blank -- the statute delegates naming the supervisory authority to a future government decision, not stated in-text (likely MSB by analogy to the sibling MSB-SE-CYB row, but not confirmed here).",Not stated in source (statute delegates naming the supervisory authority to a future government decision),,,,compliance_framework,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/svensk-forfattningssamling/cybersakerhetslag-20251506_sfs-2025-1506/,compliance/CYBERSAKERHETSLAG-SWEDEN-CYBER.html,,,,,30,cswp39:governance,54;52;62;22;51;48,active,,,NIS2,
OMB-MEMORANDUM-M-19-03,OMB Memorandum M-19-03,"Found while drafting related_standards for OMB-M-23-02/EO-14412/OMB-M-26-15 (2026-07-17) -- cited by all 3 rows, never had its own catalog entry",Government & Defense,92,US,no,Not stated in source,unknown,,"High Value Asset (HVA) program governance memo, Dec 10 2018 -- predates and is silent on PQC; cited by later PQC-era memos (NSM-10, OMB M-23-02, OMB M-26-15) only for its HVA methodology, not for any crypto-algorithm requirement of its own.",OMB / DHS,,,,compliance_framework,https://www.whitehouse.gov/wp-content/uploads/2018/12/M-19-03.pdf,compliance/OMB-MEMORANDUM-M-19-03.pdf,,,,,30,,92,active,,,,
NATIONAL-SECURITY-MEMORANDUM-2,National Security Memorandum 22 (NSM-22),"Found while drafting related_standards for EO-14412 (2026-07-17) -- Critical Infrastructure Security and Resilience, April 30 2024",Government & Defense;Critical Manufacturing;Information Technology;Energy & Utilities;Finance & Insurance;Food & Agriculture;Healthcare & Life Sciences;Transportation;Chemical;Defense Industrial Base,Government & Defense; Critical Manufacturing; Communications; Energy & Utilities; Financial Services; Food & Agriculture; Healthcare; Transportation Systems; Information Technology; Water & Wastewater Systems; Chemical; Defense Industrial Base,US,expected,"Cascading from issuance (2024-04-30): 30-day, 180-day, and 1-year implementation milestones",fixed,2024,"NSM-22, all 16 official US critical-infrastructure sectors. No 'quantum'/'PQC'/'cryptograph' language found in the full ~78k-character document -- broad forward-looking cyber-resilience language only, no named crypto mandate. naics_codes left blank: the 16-sector CI taxonomy spans nearly the whole NAICS space with no clean 1:1 mapping stated in the document itself.","White House / NSC, operationalized via CISA as National Coordinator",,,,compliance_framework,https://bidenwhitehouse.archives.gov/briefing-room/presidential-actions/2024/04/30/national-security-memorandum-on-critical-infrastructure-security-and-resilience/,compliance/NATIONAL-SECURITY-MEMORANDUM-2.html,,,,,30,cswp39:governance,92;33;51;22;52;11;62;48;32,active,,,,
CZ-NUKIB-MIN-CRYPTO-REQS,NÚKIB Minimum Requirements for Cryptographic Algorithms,"NÚKIB (Czech National Cyber and Information Security Agency) approved/recommended cryptographic algorithm list, issued pursuant to Section 26(d) of Decree No. 82/2018 Coll. Liable entities under the Cyber Security Act (No. 181/2014 Coll.) are obliged to take these recommendations into account. Section 4 explicitly approves PQC algorithms: ML-KEM-1024 (standalone KEM, FIPS 203), ML-DSA-87 and SLH-DSA (standalone signatures, FIPS 204/205), plus hybrid classical+PQC combinations for both KEM and signatures. No explicit compliance deadline date is stated in this document (v4.0, valid 2025-02-01) — deadline left unset rather than guessed.",Critical Infrastructure;Government & Defense,Critical Infrastructure; Government,CZ,guidance,,unknown,,"requires_pqc yes -> guidance 2026-08-09, verified against the instrument. The document's own title is 'Cryptographic Security Recommendations' and it is marked 'Non-binding EN translation of CZ version 4.0'. Its legal hook reads: liable entities under Act No. 181/2014 Coll. 'are obliged to take into account cryptographic recommendations issued by' NUKIB — an obligation to consider, not to deploy. 53 occurrences of 'recommend', zero of 'mandate' or 'obliga*' in the algorithm sections.",National Cyber and Information Security Agency (NÚKIB),CZ-NUKIB-Crypto-Requirements-2023,,,regulatory_body,https://nukib.gov.cz/download/publications_en/Minimum%20Requirements%20for%20Cryptographic%20Algorithms.pdf,compliance/CZ-NUKIB-MIN-CRYPTO-REQS.pdf,nukib,,,,60,cswp39:governance,22;48;51;52;92,active,,,FIPS 203;FIPS 204;FIPS 205,2026-08-09
IL-BOI-DIRECTIVE-364-QUANTUM,Bank of Israel — Banking System Preparedness for Quantum Computing Cyber Risks,"Bank of Israel circular (2025-01-07) to all banking corporations and licensed payment service providers, issued under Proper Conduct of Banking Business Directive 364 ('Management of IT Risks, Information Security, and Cyber Defense'). Mandatory language ('you are required to act, at a minimum, as follows'): raise board/management awareness of quantum risk (reviewed at least every 2 years), map all encrypted information assets (algorithm, key length, data sensitivity, retention duration re: harvest-now-decrypt-later), and build workforce/infrastructure readiness for a PQC/QKD transition. This is a preparedness-and-mapping mandate, not yet an algorithm-deployment mandate with a migration deadline.",Finance & Insurance,Financial Services; Banking,IL,yes,2026-01-07,fixed,2026,"Deadline is for submitting the required preparedness plan (1 year from letter date), not a PQC algorithm deployment deadline.",Bank of Israel — Banking Supervision Department,,,Israel:Bank of Israel,regulatory_body,https://www.boi.org.il/media/sm4f1ssu/202501en.pdf,compliance/IL-BOI-DIRECTIVE-364-QUANTUM.pdf,boi-israel,,,,60,cswp39:governance;cswp39:inventory,52,deprecated,2026-08-09,"Duplicate of BOI-PQC — same instrument (Bank of Israel Supervisor of Banks letter, 7 January 2025, issued under Proper Conduct of Banking Business Directive 364), same PDF (boi.org.il/media/sm4f1ssu/202501en.pdf). This row's richer content (Directive 364 framing, the 2026-01-07 preparedness-plan submission deadline) has been merged into BOI-PQC, which is the older id and the one referenced by trusted_source_xref and compliancemanualdownload.md.",,
US-CISA-PQC-PRODUCT-CATEGORIES,CISA Product Categories for Technologies That Use Post-Quantum Cryptography Standards,"CISA's response to Executive Order 14306 (2025-06-06), ""Sustaining Select Efforts to Strengthen the Nation's Cybersecurity..."": a regularly-updated list of hardware/software product categories (cloud services, web software, networking hardware, endpoint security) where PQC-capable products are widely available for key establishment and digital signatures. Developed with NSA. Guidance, not a hard mandate: ""organizations should acquire only PQC-capable products when planning acquisitions"" in the listed categories.",Government & Defense;Critical Infrastructure,Federal Government; Critical Infrastructure,US,guidance,,none,,"EO 14306's own deadline for CISA/DHS to first release this list (met — page shows Publish Date January 23, 2026 for a later, regularly-updated revision), not a migration deadline imposed on regulated entities. | requires_pqc yes -> guidance 2026-08-09. This is a list of product categories published by CISA under EO 14306; it imposes nothing on regulated entities. The row's own notes already said so — 'EO 14306's own deadline for CISA/DHS to first release this list ... not a migration deadline imposed on regulated entities' — which is exactly the self-contradiction R7 was written to catch.",Cybersecurity and Infrastructure Security Agency (CISA),CISA-PQC-CATEGORY-LIST-2026,,,regulatory_body,https://www.cisa.gov/resources-tools/resources/product-categories-technologies-use-post-quantum-cryptography-standards,compliance/US-CISA-PQC-PRODUCT-CATEGORIES.pdf,cisa-pqc-products,,,,60,cswp39:governance,92;22;48;51;52,active,,,EO-14306;FIPS 203;FIPS 204;FIPS 205,2026-08-09
AISEP-AUSTRALIAN-INFORMATION-S,AISEP — Australian Information Security Evaluation Program,Australia's national Common Criteria evaluation and certification scheme for IT security products.,Government & Defense;Information Technology,,AU,no,Ongoing,ongoing,,,"Australian Certification Authority (ACA), Australian Signals Directorate",,,,certification_body,https://www.cyber.gov.au/business-government/protecting-devices-systems/assessment-evaluation-programs/australian-information-security-evaluation-program,compliance/AISEP-AUSTRALIAN-INFORMATION-S.html,aisep,no,CC Recognition Arrangement,url_authoritative,75,cswp39:assurance,92;54,active,,,Common Criteria,
CANADIAN-COMMON-CRITERIA-SCHEM,Canadian Common Criteria Scheme,"Canada's national Common Criteria evaluation and certification scheme, operated by the Canadian Centre for Cyber Security.",Government & Defense;Information Technology,,CA,no,Ongoing,ongoing,,,Communications Security Establishment Canada (CSE) / Canadian Centre for Cyber Security,,,,certification_body,https://www.cyber.gc.ca/en/tools-services/common-criteria,compliance/CANADIAN-COMMON-CRITERIA-SCHEM.html,cccs-cc,no,CC Recognition Arrangement,url_authoritative,75,cswp39:assurance,92;54,active,,,,
BSI-COMMON-CRITERIA-CERTIFICAT,BSI Common Criteria Certification Scheme,"Germany's Common Criteria and ITSEC-based product certification scheme, operated by BSI.",Government & Defense;Information Technology,,DE,no,Ongoing,ongoing,,,Bundesamt fur Sicherheit in der Informationstechnik (BSI),,,,certification_body,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/Standards-und-Zertifizierung/Zertifizierung-und-Anerkennung/Zertifizierung-von-Produkten/Zertifizierung-nach-CC/zertifizierung-nach-cc_node.html,compliance/BSI-COMMON-CRITERIA-CERTIFICAT.pdf,bsi-cc-scheme,no,CC Recognition Arrangement,url_authoritative,75,cswp39:assurance,92;54,active,,,Common Criteria;ITSEC,2026-08-16
ORGANISMO-DE-CERTIFICACION-OC-,Organismo de Certificacion (OC-CCN) Spain,"Spain's national Common Criteria and EUCC certification body, operated within the Centro Criptologico Nacional.",Public Administration;Professional & Technical Services,,ES,no,Ongoing,ongoing,,,"Organismo de Certificacion (OC-CCN), Centro Criptologico Nacional",,,,certification_body,https://oc.ccn.cni.es/en/,compliance/ORGANISMO-DE-CERTIFICACION-OC-.html,oc-ccn,no,CC Recognition Arrangement,url_authoritative,75,cswp39:assurance,92;54,deprecated,2026-08-14,deprecation-sweep (unspecified): cites a site root (https://oc.ccn.cni.es/en/) rather than a document; resolved title 'Organismo de Certificación - Home' — repoint at the actual document; a homepage cannot evidence a claim,Common Criteria;EUCC,
ANSSI-COMMON-CRITERIA-CERTIFIC,ANSSI Common Criteria Certification,"France's Common Criteria (and CSPN) product certification scheme, operated by ANSSI. Common Criteria certificates are valid for up to 5 years.",Government & Defense;Information Technology,,FR,no,Ongoing,ongoing,,,Agence nationale de la securite des systemes d'information (ANSSI),,,,certification_body,https://cyber.gouv.fr/offre-de-service/solutions-certifiees-et-qualifiees/comprendre-levaluation-de-securite/certification-de-produits/comprendre-la-certification/,compliance/ANSSI-COMMON-CRITERIA-CERTIFIC.pdf,anssi-cc-scheme,no,CC Recognition Arrangement,url_authoritative,75,cswp39:assurance,92;54,active,,,,2026-08-16
IC3S-INDIAN-COMMON-CRITERIA-CE,IC3S — Indian Common Criteria Certification Scheme,"India's national Common Criteria IT Security Evaluation and Certification Scheme, operated by STQC.",Government & Defense;Information Technology,,IN,no,Ongoing,ongoing,,,"STQC Directorate, Ministry of Electronics and Information Technology",,,,certification_body,https://commoncriteria-india.gov.in/indian-common-criteria-certification-scheme-ic3s-overview,compliance/IC3S-INDIAN-COMMON-CRITERIA-CE.pdf,ic3s,no,CC Recognition Arrangement,url_authoritative,75,cswp39:assurance,92;54,active,,,,
OCSI-ORGANISMO-DI-CERTIFICAZIO,OCSI — Organismo di Certificazione della Sicurezza Informatica,Italy's national Common Criteria certification scheme (in force since 2004) ceased activities on 27 February 2026; OCSI now operates only under the European EUCC system for new certifications. Certificates already issued under the national scheme remain valid until natural expiry or revocation.,Government & Defense;Information Technology,,IT,no,Transitioned to EUCC 2026-02-27,fixed,"2026:national scheme ceased, transitioned to EUCC","National scheme (2004-2026) superseded by EUCC per OCSI's own site: ""ha cessato le attivita dal 27 febbraio 2026"". Distinct from CSEC/Sweden, whose cached page states no such cessation.","Organismo di Certificazione della Sicurezza Informatica (OCSI), Agenzia per la Cybersicurezza Nazionale (ACN)",,,,certification_body,https://www.ocsi.gov.it/index.php/organismo/lo-schema.html,compliance/OCSI-ORGANISMO-DI-CERTIFICAZIO.html,ocsi,no,CC Recognition Arrangement,url_authoritative,85,cswp39:assurance,92;54,active,,,Common Criteria;EUCC,2026-08-16
