source_id,source_name,source_type,trust_tier,region,primary_url,description,verification_status,last_verified_date,leaders_csv,library_csv,algorithm_csv,threats_csv,timeline_csv,compliance_csv,migrate_csv,patents_csv,local_doc_count,last_download_date,download_status,doc_collection,notes,primary_url_quality,name,type,domain,date_stamp,status,deprecated_at,deprecated_reason
usenix-security,USENIX Security Symposium,Academic,2_Core,Global,https://www.usenix.org/conference/usenixsecurity,Premier peer-reviewed systems security research venue (USENIX Association); publishes practical cryptanalysis and security research including classical crypto backdoor/vulnerability demonstrations relevant to migration urgency.,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,1,2026-07-04,Active,library,Added 2026-07-12: real gap found via check_run.py -- library row KLEPTO-2014-DualEC-Backdoor cited trusted_source_id=usenix-security but no such trusted-sources row existed. usenix.org confirmed live.,url_needs_review,,,,2026-07-12,active,,
uspto-patent-public-search,USPTO Patent Public Search,Government,1_Authoritative,Americas,https://ppubs.uspto.gov/pubwebapp/,"United States Patent and Trademark Office — the issuing authority for every patent in the PQC patent catalogue (all 1,185 active rows carry bare US patent numbers). Patent Public Search is the official record of grant and pre-grant publication.",Verified,2026-08-07,No,No,No,No,No,No,No,Yes,,,,,Issuing authority for all active patent rows (bare US patent numbers). Registered 2026-08-07 to give the patents source a provenance anchor.,url_authoritative,,,,2026-08-07,active,,
utimaco-is-gmbh,Utimaco IS GmbH,Vendor,3_Supporting,,https://utimaco.com,"Utimaco IS GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
uwaterloo-iqc,University of Waterloo IQC,Academic,3_Supporting,Americas,https://uwaterloo.ca/institute-for-quantum-computing/,Quantum computing and post-quantum cryptography research institute,Verified,2025-12-15,No,No,Yes,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
vandyke-software,VanDyke Software,Vendor,3_Supporting,,https://www.vandyke.com,"VanDyke Software — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
vector-informatik-gmbh,Vector Informatik GmbH,Vendor,3_Supporting,EMEA,https://vector.com,German automotive embedded software/tools vendor (vSecPrim); SLH-DSA ACVP validated.,Verified,2026-07-27,No,No,No,No,No,No,Yes,No,0,,None,none,"Created 2026-07-27 (review-proposals pass) alongside vendor registration — vendor's own primary website, not independently third-party verified beyond the GLEIF/CNPJ check already done for the vendor row.",url_needs_review,,,,,active,,
veeam,Veeam,Vendor,3_Supporting,,https://www.veeam.com,"Veeam — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
venafi,Venafi (CyberArk),Industry_Workgroup,3_Supporting,Americas,https://venafi.com/,Machine identity management vendor (acquired by CyberArk); publishes PKI and PQC readiness research,Verified,2026-05-10,No,Yes,No,No,No,No,Yes,No,2,2026-05-10,Active,library,Added 2026-05-10: restored library records require valid trust path,url_needs_review,Venafi (CyberArk),Industry_Workgroup,venafi.com,2026-05-10,active,,
venafi-inc,Venafi Inc.,Vendor,3_Supporting,,https://venafi.com,"Venafi Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
veracode,Veracode,Vendor,3_Supporting,,https://www.veracode.com,"Veracode — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
veracode-inc,Veracode Inc.,Vendor,3_Supporting,,https://veracode.com,"Veracode Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
veracrypt-project,VeraCrypt Project,Vendor,3_Supporting,,https://veracrypt.fr,"VeraCrypt Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
veridify-security-inc,Veridify Security Inc.,Vendor,3_Supporting,,https://www.veridify.com,"Veridify Security Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
veritas,Veritas,Vendor,3_Supporting,,https://www.veritas.com,"Veritas — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
veritas-technologies-llc,Veritas Technologies LLC,Vendor,3_Supporting,,https://www.veritas.com,"Veritas Technologies LLC — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
versa-networks-inc,"Versa Networks, Inc.",Vendor,3_Supporting,,https://versa-networks.com,"Versa Networks, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
viavi,VIAVI Solutions,Vendor,3_Supporting,Americas,https://www.viavisolutions.com/,Network test and measurement vendor; quantum-safe network validation tooling,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
viavi-solutions-inc,VIAVI Solutions Inc.,Vendor,3_Supporting,,https://viavisolutions.com,"VIAVI Solutions Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
virtru-corporation,Virtru Corporation,Vendor,3_Supporting,,https://virtru.com,"Virtru Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
vodafone-group-plc,Vodafone Group Plc,Vendor,3_Supporting,,https://www.vodafone.com,"Vodafone Group Plc — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
vtech-cyber,Virginia Tech Cybersecurity,Academic,4_Contextual,Americas,https://cyber.vt.edu/,Lattice-based cryptographic algorithm evaluation for NIST standardization,Verified,2026-02-13,No,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
vultr,Vultr,Vendor,3_Supporting,,https://www.vultr.com,"Vultr — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
w3c,World Wide Web Consortium (W3C),Standards_Body,2_Core,Global,https://www.w3.org,International standards body for web technologies including WebCrypto API and related quantum-safe transition work.,Verified,2026-05-06,No,Yes,No,Yes,No,No,No,No,0,,None,none,"Added 2026-05-06: orphaned ID found in library, quantum_threats files.",url_authoritative,,,,2026-05-06,active,,
waltid-gmbh,walt.id GmbH,Vendor,3_Supporting,,https://walt.id,"walt.id GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
wco,World Customs Organization,Standards_Body,1_Authoritative,Global,https://www.wcoomd.org/,WCO SAFE Framework of Standards; customs supply chain cryptography,Verified,2026-03-28,No,Yes,No,Yes,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
web3-foundation,Web3 Foundation,Vendor,3_Supporting,,https://web3.foundation,"Web3 Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
wef,World Economic Forum (WEF),Industry_Analyst,2_Core,Global,https://www.weforum.org/,"Global multi-stakeholder platform; publishes PQC policy frameworks, quantum security leadership reports, and migration guidance",Verified,2026-03-28,Yes,Yes,No,No,No,No,No,No,0,,Blocked,none,WEF blocks automated downloads (403),url_needs_review,,,,2026-05-06,active,,
